,No,Text,Label,tokens,tokens_fdist,normalized,tokens_stemmed
1562,1563,setiap orang pasti punya bakat yg tersembunyi kadang kita cuma butuh kesempatan buat menemukan bakat yg kita miliki,5,"['setiap', 'orang', 'pasti', 'punya', 'bakat', 'yg', 'tersembunyi', 'kadang', 'kita', 'cuma', 'butuh', 'kesempatan', 'buat', 'menemukan', 'bakat', 'yg', 'kita', 'miliki']","['orang', 'bakat', 'tersembunyi', 'kadang', 'butuh', 'kesempatan', 'menemukan', 'bakat', 'miliki']","['setiap', 'orang', 'pasti', 'punya', 'bakat', 'yang', 'tersembunyi', 'kadang', 'kita', 'cuma', 'butuh', 'kesempatan', 'buat', 'menemukan', 'bakat', 'yang', 'kita', 'miliki']","['tiap', 'orang', 'pasti', 'punya', 'bakat', 'yang', 'sembunyi', 'kadang', 'kita', 'cuma', 'butuh', 'sempat', 'buat', 'temu', 'bakat', 'yang', 'kita', 'milik']"
1563,1564,tiap orang pasti mempunyai hak untuk bersuara tanpa adanya kebebasan bersuara dan berpendapat maka kita ngga akan bisa maju,5,"['tiap', 'orang', 'pasti', 'mempunyai', 'hak', 'untuk', 'bersuara', 'tanpa', 'adanya', 'kebebasan', 'bersuara', 'dan', 'berpendapat', 'maka', 'kita', 'ngga', 'akan', 'bisa', 'maju']","['orang', 'hak', 'bersuara', 'kebebasan', 'bersuara', 'berpendapat', 'ngga', 'maju']","['tiap', 'orang', 'pasti', 'mempunyai', 'hak', 'untuk', 'bersuara', 'tanpa', 'adanya', 'kebebasan', 'bersuara', 'dan', 'berpendapat', 'maka', 'kita', 'tidak', 'akan', 'bisa', 'maju']","['tiap', 'orang', 'pasti', 'punya', 'hak', 'untuk', 'suara', 'tanpa', 'ada', 'bebas', 'suara', 'dan', 'dapat', 'maka', 'kita', 'tidak', 'akan', 'bisa', 'maju']"
1564,1565,kadang ide yang menarik dan brillian muncul ketika kita sedang tidak mikir dgn serius makanya jangan remehkan kekuatan relaksasi yg ada pada diri kita,5,"['kadang', 'ide', 'yang', 'menarik', 'dan', 'brillian', 'muncul', 'ketika', 'kita', 'sedang', 'tidak', 'mikir', 'dgn', 'serius', 'makanya', 'jangan', 'remehkan', 'kekuatan', 'relaksasi', 'yg', 'ada', 'pada', 'diri', 'kita']","['kadang', 'ide', 'menarik', 'brillian', 'muncul', 'mikir', 'serius', 'remehkan', 'kekuatan', 'relaksasi']","['kadang', 'ide', 'yang', 'menarik', 'dan', 'brillian', 'muncul', 'ketika', 'kita', 'sedang', 'tidak', 'mikir', 'dgn', 'serius', 'makanya', 'jangan', 'remehkan', 'kekuatan', 'relaksasi', 'yang', 'ada', 'pada', 'diri', 'kita']","['kadang', 'ide', 'yang', 'tarik', 'dan', 'brillian', 'muncul', 'ketika', 'kita', 'sedang', 'tidak', 'mikir', 'dgn', 'serius', 'makanya', 'jangan', 'remeh', 'kuat', 'relaksasi', 'yang', 'ada', 'pada', 'diri', 'kita']"
1565,1566,tiap kali gue diskusi secara intelektual gue selalu merasa lebih pintar dan terbuka pada peradaban dunia,5,"['tiap', 'kali', 'gue', 'diskusi', 'secara', 'intelektual', 'gue', 'selalu', 'merasa', 'lebih', 'pintar', 'dan', 'terbuka', 'pada', 'peradaban', 'dunia']","['kali', 'gue', 'diskusi', 'intelektual', 'gue', 'pintar', 'terbuka', 'peradaban', 'dunia']","['tiap', 'kali', 'saya', 'diskusi', 'secara', 'intelektual', 'saya', 'selalu', 'merasa', 'lebih', 'pintar', 'dan', 'terbuka', 'pada', 'peradaban', 'dunia']","['tiap', 'kali', 'saya', 'diskusi', 'cara', 'intelektual', 'saya', 'selalu', 'rasa', 'lebih', 'pintar', 'dan', 'buka', 'pada', 'adab', 'dunia']"
1566,1567,menurut gue hidup adalah perjalanan yang penuh dengan warna jadi kita harus selalu terbuka pada pengalaman baru yang kita dapatkan,5,"['menurut', 'gue', 'hidup', 'adalah', 'perjalanan', 'yang', 'penuh', 'dengan', 'warna', 'jadi', 'kita', 'harus', 'selalu', 'terbuka', 'pada', 'pengalaman', 'baru', 'yang', 'kita', 'dapatkan']","['gue', 'hidup', 'perjalanan', 'penuh', 'warna', 'terbuka', 'pengalaman', 'dapatkan']","['menurut', 'saya', 'hidup', 'adalah', 'perjalanan', 'yang', 'penuh', 'dengan', 'warna', 'jadi', 'kita', 'harus', 'selalu', 'terbuka', 'pada', 'pengalaman', 'baru', 'yang', 'kita', 'dapatkan']","['turut', 'saya', 'hidup', 'adalah', 'jalan', 'yang', 'penuh', 'dengan', 'warna', 'jadi', 'kita', 'harus', 'selalu', 'buka', 'pada', 'alam', 'baru', 'yang', 'kita', 'dapat']"
1567,1568,gue suka banget sama budaya yang khas dan beragam semua ini bikin kita jadi lebih kaya secara pengalaman dan wawasan,5,"['gue', 'suka', 'banget', 'sama', 'budaya', 'yang', 'khas', 'dan', 'beragam', 'semua', 'ini', 'bikin', 'kita', 'jadi', 'lebih', 'kaya', 'secara', 'pengalaman', 'dan', 'wawasan']","['gue', 'suka', 'banget', 'budaya', 'khas', 'beragam', 'kaya', 'pengalaman', 'wawasan']","['saya', 'suka', 'banget', 'sama', 'budaya', 'yang', 'khas', 'dan', 'beragam', 'semua', 'ini', 'bikin', 'kita', 'jadi', 'lebih', 'kaya', 'secara', 'pengalaman', 'dan', 'wawasan']","['saya', 'suka', 'banget', 'sama', 'budaya', 'yang', 'khas', 'dan', 'agam', 'semua', 'ini', 'bikin', 'kita', 'jadi', 'lebih', 'kaya', 'cara', 'alam', 'dan', 'wawas']"
1568,1569,aku selalu terpesona dan terinspirasi sama ilmuwan yang terusterusan membuat eksperimen walaupun sering kali mereka dihadapkan dgn kegagalan hal itu pasti butuh keberanian yang besar,5,"['aku', 'selalu', 'terpesona', 'dan', 'terinspirasi', 'sama', 'ilmuwan', 'yang', 'terusterusan', 'membuat', 'eksperimen', 'walaupun', 'sering', 'kali', 'mereka', 'dihadapkan', 'dgn', 'kegagalan', 'hal', 'itu', 'pasti', 'butuh', 'keberanian', 'yang', 'besar']","['terpesona', 'terinspirasi', 'ilmuwan', 'terusterusan', 'eksperimen', 'kali', 'dihadapkan', 'kegagalan', 'butuh', 'keberanian']","['saya', 'selalu', 'terpesona', 'dan', 'terinspirasi', 'sama', 'ilmuwan', 'yang', 'terusterusan', 'membuat', 'eksperimen', 'walaupun', 'sering', 'kali', 'mereka', 'dihadapkan', 'dgn', 'kegagalan', 'hal', 'itu', 'pasti', 'butuh', 'keberanian', 'yang', 'besar']","['saya', 'selalu', 'pesona', 'dan', 'inspirasi', 'sama', 'ilmuwan', 'yang', 'terusterusan', 'buat', 'eksperimen', 'walaupun', 'sering', 'kali', 'mereka', 'hadap', 'dgn', 'gagal', 'hal', 'itu', 'pasti', 'butuh', 'berani', 'yang', 'besar']"
1569,1570,kadang ide terbaik datang dari tempat yang paling ngga terduga makanya kita jangan menutup diri harus selalu terbuka dengan segala kemungkinan yang ada,5,"['kadang', 'ide', 'terbaik', 'datang', 'dari', 'tempat', 'yang', 'paling', 'ngga', 'terduga', 'makanya', 'kita', 'jangan', 'menutup', 'diri', 'harus', 'selalu', 'terbuka', 'dengan', 'segala', 'kemungkinan', 'yang', 'ada']","['kadang', 'ide', 'terbaik', 'ngga', 'terduga', 'menutup', 'terbuka']","['kadang', 'ide', 'terbaik', 'datang', 'dari', 'tempat', 'yang', 'paling', 'tidak', 'terduga', 'makanya', 'kita', 'jangan', 'menutup', 'diri', 'harus', 'selalu', 'terbuka', 'dengan', 'segala', 'kemungkinan', 'yang', 'ada']","['kadang', 'ide', 'baik', 'datang', 'dari', 'tempat', 'yang', 'paling', 'tidak', 'duga', 'makanya', 'kita', 'jangan', 'tutup', 'diri', 'harus', 'selalu', 'buka', 'dengan', 'segala', 'mungkin', 'yang', 'ada']"
1570,1571,percaya ga kalau tiap orang punya sifat kejeniusan kalau gue percaya karena setiap orang pasti mempunyai tingkat kejeniusan jadi tinggal bagaimana kita menemukan dan mau mengembangkannya,5,"['percaya', 'ga', 'kalau', 'tiap', 'orang', 'punya', 'sifat', 'kejeniusan', 'kalau', 'gue', 'percaya', 'karena', 'setiap', 'orang', 'pasti', 'mempunyai', 'tingkat', 'kejeniusan', 'jadi', 'tinggal', 'bagaimana', 'kita', 'menemukan', 'dan', 'mau', 'mengembangkannya']","['percaya', 'orang', 'sifat', 'kejeniusan', 'gue', 'percaya', 'orang', 'tingkat', 'kejeniusan', 'tinggal', 'menemukan', 'mengembangkannya']","['percaya', 'tidak', 'kalau', 'tiap', 'orang', 'punya', 'sifat', 'kejeniusan', 'kalau', 'saya', 'percaya', 'karena', 'setiap', 'orang', 'pasti', 'mempunyai', 'tingkat', 'kejeniusan', 'jadi', 'tinggal', 'bagaimana', 'kita', 'menemukan', 'dan', 'mau', 'mengembangkannya']","['percaya', 'tidak', 'kalau', 'tiap', 'orang', 'punya', 'sifat', 'jenius', 'kalau', 'saya', 'percaya', 'karena', 'tiap', 'orang', 'pasti', 'punya', 'tingkat', 'jenius', 'jadi', 'tinggal', 'bagaimana', 'kita', 'temu', 'dan', 'mau', 'kembang']"
1571,1572,menurut gue seni dan olahraga adalah suatu hal yang mempunyai banyak kesamaan keduanya pasti membutuhkan dedikasi latihan dan passion yang besar juga,5,"['menurut', 'gue', 'seni', 'dan', 'olahraga', 'adalah', 'suatu', 'hal', 'yang', 'mempunyai', 'banyak', 'kesamaan', 'keduanya', 'pasti', 'membutuhkan', 'dedikasi', 'latihan', 'dan', 'passion', 'yang', 'besar', 'juga']","['gue', 'seni', 'olahraga', 'kesamaan', 'membutuhkan', 'dedikasi', 'latihan', 'passion']","['menurut', 'saya', 'seni', 'dan', 'olahraga', 'adalah', 'suatu', 'hal', 'yang', 'mempunyai', 'banyak', 'kesamaan', 'keduanya', 'pasti', 'membutuhkan', 'dedikasi', 'latihan', 'dan', 'passion', 'yang', 'besar', 'juga']","['turut', 'saya', 'seni', 'dan', 'olahraga', 'adalah', 'suatu', 'hal', 'yang', 'punya', 'banyak', 'sama', 'dua', 'pasti', 'butuh', 'dedikasi', 'latih', 'dan', 'passion', 'yang', 'besar', 'juga']"
1572,1573,gue suka banget kalau jalanjalan di alam bebas itu merupakan cara terbaik untuk membuat pikiran kita jauh lebih fresh karena dari situ kita bisa nemuin inspirasi dari keindahan alam yg kita pandang,5,"['gue', 'suka', 'banget', 'kalau', 'jalanjalan', 'di', 'alam', 'bebas', 'itu', 'merupakan', 'cara', 'terbaik', 'untuk', 'membuat', 'pikiran', 'kita', 'jauh', 'lebih', 'fresh', 'karena', 'dari', 'situ', 'kita', 'bisa', 'nemuin', 'inspirasi', 'dari', 'keindahan', 'alam', 'yg', 'kita', 'pandang']","['gue', 'suka', 'banget', 'jalanjalan', 'alam', 'bebas', 'terbaik', 'pikiran', 'fresh', 'situ', 'nemuin', 'inspirasi', 'keindahan', 'alam', 'pandang']","['saya', 'suka', 'banget', 'kalau', 'jalanjalan', 'di', 'alam', 'bebas', 'itu', 'merupakan', 'cara', 'terbaik', 'untuk', 'membuat', 'pikiran', 'kita', 'jauh', 'lebih', 'fresh', 'karena', 'dari', 'situ', 'kita', 'bisa', 'nemuin', 'inspirasi', 'dari', 'keindahan', 'alam', 'yang', 'kita', 'pandang']","['saya', 'suka', 'banget', 'kalau', 'jalanjalan', 'di', 'alam', 'bebas', 'itu', 'rupa', 'cara', 'baik', 'untuk', 'buat', 'pikir', 'kita', 'jauh', 'lebih', 'fresh', 'karena', 'dari', 'situ', 'kita', 'bisa', 'nemuin', 'inspirasi', 'dari', 'indah', 'alam', 'yang', 'kita', 'pandang']"
1573,1574,kalian ada yang pernah ke festival budaya menurut aku itu merupakan acara yang seru kita bisa ngerasain suasana dan tradisi dari masingmasing budaya yang berbeda,5,"['kalian', 'ada', 'yang', 'pernah', 'ke', 'festival', 'budaya', 'menurut', 'aku', 'itu', 'merupakan', 'acara', 'yang', 'seru', 'kita', 'bisa', 'ngerasain', 'suasana', 'dan', 'tradisi', 'dari', 'masingmasing', 'budaya', 'yang', 'berbeda']","['festival', 'budaya', 'acara', 'seru', 'ngerasain', 'suasana', 'tradisi', 'masingmasing', 'budaya', 'berbeda']","['kalian', 'ada', 'yang', 'pernah', 'ke', 'festival', 'budaya', 'menurut', 'saya', 'itu', 'merupakan', 'acara', 'yang', 'seru', 'kita', 'bisa', 'ngerasain', 'suasana', 'dan', 'tradisi', 'dari', 'masingmasing', 'budaya', 'yang', 'berbeda']","['kalian', 'ada', 'yang', 'pernah', 'ke', 'festival', 'budaya', 'turut', 'saya', 'itu', 'rupa', 'acara', 'yang', 'seru', 'kita', 'bisa', 'ngerasain', 'suasana', 'dan', 'tradisi', 'dari', 'masingmasing', 'budaya', 'yang', 'beda']"
1574,1575,alam itu guru yang paling baik gue selalu terpesona sama kemampuan hewan dalam beradaptasi dan bertahan hidup sehingga menjadikan alam sebagai salah satu sumber kehidupan yang terbaik,5,"['alam', 'itu', 'guru', 'yang', 'paling', 'baik', 'gue', 'selalu', 'terpesona', 'sama', 'kemampuan', 'hewan', 'dalam', 'beradaptasi', 'dan', 'bertahan', 'hidup', 'sehingga', 'menjadikan', 'alam', 'sebagai', 'salah', 'satu', 'sumber', 'kehidupan', 'yang', 'terbaik']","['alam', 'guru', 'gue', 'terpesona', 'kemampuan', 'hewan', 'beradaptasi', 'bertahan', 'hidup', 'menjadikan', 'alam', 'salah', 'sumber', 'kehidupan', 'terbaik']","['alam', 'itu', 'guru', 'yang', 'paling', 'baik', 'saya', 'selalu', 'terpesona', 'sama', 'kemampuan', 'hewan', 'dalam', 'beradaptasi', 'dan', 'bertahan', 'hidup', 'sehingga', 'menjadikan', 'alam', 'sebagai', 'salah', 'satu', 'sumber', 'kehidupan', 'yang', 'terbaik']","['alam', 'itu', 'guru', 'yang', 'paling', 'baik', 'saya', 'selalu', 'pesona', 'sama', 'mampu', 'hewan', 'dalam', 'adaptasi', 'dan', 'tahan', 'hidup', 'sehingga', 'jadi', 'alam', 'bagai', 'salah', 'satu', 'sumber', 'hidup', 'yang', 'baik']"
1575,1576,ada yang tau teknologi wearable coba deh kalian cari tau terkait teknologi wearable dgn tahu teknologi wearable bisa bikin hidup kita lebih praktis dan bisa monitor kesehatan kita setiap saat,5,"['ada', 'yang', 'tau', 'teknologi', 'wearable', 'coba', 'deh', 'kalian', 'cari', 'tau', 'terkait', 'teknologi', 'wearable', 'dgn', 'tahu', 'teknologi', 'wearable', 'bisa', 'bikin', 'hidup', 'kita', 'lebih', 'praktis', 'dan', 'bisa', 'monitor', 'kesehatan', 'kita', 'setiap', 'saat']","['teknologi', 'wearable', 'coba', 'deh', 'cari', 'terkait', 'teknologi', 'wearable', 'teknologi', 'wearable', 'hidup', 'praktis', 'monitor', 'kesehatan']","['ada', 'yang', 'tahu', 'teknologi', 'wearable', 'coba', 'deh', 'kalian', 'cari', 'tahu', 'terkait', 'teknologi', 'wearable', 'dgn', 'tahu', 'teknologi', 'wearable', 'bisa', 'bikin', 'hidup', 'kita', 'lebih', 'praktis', 'dan', 'bisa', 'monitor', 'kesehatan', 'kita', 'setiap', 'saat']","['ada', 'yang', 'tahu', 'teknologi', 'wearable', 'coba', 'deh', 'kalian', 'cari', 'tahu', 'kait', 'teknologi', 'wearable', 'dgn', 'tahu', 'teknologi', 'wearable', 'bisa', 'bikin', 'hidup', 'kita', 'lebih', 'praktis', 'dan', 'bisa', 'monitor', 'sehat', 'kita', 'tiap', 'saat']"
1576,1577,gue selalu bikin diary atau jurnal tiap hari itu gue jadiin salah satu cara untuk refleksi diri dan melihat perkembangan kita dari waktu ke waktu serta bisa membuat kita terukur terkait keseharian kita,5,"['gue', 'selalu', 'bikin', 'diary', 'atau', 'jurnal', 'tiap', 'hari', 'itu', 'gue', 'jadiin', 'salah', 'satu', 'cara', 'untuk', 'refleksi', 'diri', 'dan', 'melihat', 'perkembangan', 'kita', 'dari', 'waktu', 'ke', 'waktu', 'serta', 'bisa', 'membuat', 'kita', 'terukur', 'terkait', 'keseharian', 'kita']","['gue', 'diary', 'jurnal', 'gue', 'jadiin', 'salah', 'refleksi', 'perkembangan', 'terukur', 'terkait', 'keseharian']","['saya', 'selalu', 'bikin', 'diary', 'atau', 'jurnal', 'tiap', 'hari', 'itu', 'saya', 'jadiin', 'salah', 'satu', 'cara', 'untuk', 'refleksi', 'diri', 'dan', 'melihat', 'perkembangan', 'kita', 'dari', 'waktu', 'ke', 'waktu', 'serta', 'bisa', 'membuat', 'kita', 'terukur', 'terkait', 'keseharian', 'kita']","['saya', 'selalu', 'bikin', 'diary', 'atau', 'jurnal', 'tiap', 'hari', 'itu', 'saya', 'jadiin', 'salah', 'satu', 'cara', 'untuk', 'refleksi', 'diri', 'dan', 'lihat', 'kembang', 'kita', 'dari', 'waktu', 'ke', 'waktu', 'serta', 'bisa', 'buat', 'kita', 'ukur', 'kait', 'hari', 'kita']"
1577,1578,selalu penasaran sama apa aja yang ada di luar angkasa aku pengen banget jadi ilmuwan astronomi supaya bisa menjelajah bintangbintang dan melihat sistem tata surya,5,"['selalu', 'penasaran', 'sama', 'apa', 'aja', 'yang', 'ada', 'di', 'luar', 'angkasa', 'aku', 'pengen', 'banget', 'jadi', 'ilmuwan', 'astronomi', 'supaya', 'bisa', 'menjelajah', 'bintangbintang', 'dan', 'melihat', 'sistem', 'tata', 'surya']","['penasaran', 'angkasa', 'pengen', 'banget', 'ilmuwan', 'astronomi', 'menjelajah', 'bintangbintang', 'sistem', 'tata', 'surya']","['selalu', 'penasaran', 'sama', 'apa', 'saja', 'yang', 'ada', 'di', 'luar', 'angkasa', 'saya', 'pengen', 'banget', 'jadi', 'ilmuwan', 'astronomi', 'supaya', 'bisa', 'menjelajah', 'bintangbintang', 'dan', 'melihat', 'sistem', 'tata', 'surya']","['selalu', 'penasaran', 'sama', 'apa', 'saja', 'yang', 'ada', 'di', 'luar', 'angkasa', 'saya', 'ken', 'banget', 'jadi', 'ilmuwan', 'astronomi', 'supaya', 'bisa', 'jelajah', 'bintangbintang', 'dan', 'lihat', 'sistem', 'tata', 'surya']"
1578,1579,kalian ada yang suka alat musik tradisional gue selalu kagum sama orang yang bisa main alat musik tradisional hal itu menunjukan bahwa kebesaran dan keberagaman budaya kita harus dijaga,5,"['kalian', 'ada', 'yang', 'suka', 'alat', 'musik', 'tradisional', 'gue', 'selalu', 'kagum', 'sama', 'orang', 'yang', 'bisa', 'main', 'alat', 'musik', 'tradisional', 'hal', 'itu', 'menunjukan', 'bahwa', 'kebesaran', 'dan', 'keberagaman', 'budaya', 'kita', 'harus', 'dijaga']","['suka', 'alat', 'musik', 'tradisional', 'gue', 'kagum', 'orang', 'main', 'alat', 'musik', 'tradisional', 'menunjukan', 'kebesaran', 'keberagaman', 'budaya', 'dijaga']","['kalian', 'ada', 'yang', 'suka', 'alat', 'musik', 'tradisional', 'saya', 'selalu', 'kagum', 'sama', 'orang', 'yang', 'bisa', 'main', 'alat', 'musik', 'tradisional', 'hal', 'itu', 'menunjukan', 'bahwa', 'kebesaran', 'dan', 'keberagaman', 'budaya', 'kita', 'harus', 'dijaga']","['kalian', 'ada', 'yang', 'suka', 'alat', 'musik', 'tradisional', 'saya', 'selalu', 'kagum', 'sama', 'orang', 'yang', 'bisa', 'main', 'alat', 'musik', 'tradisional', 'hal', 'itu', 'tunjuk', 'bahwa', 'besar', 'dan', 'agam', 'budaya', 'kita', 'harus', 'jaga']"
1579,1580,tiap kali gue baca buku baru gue selalu ngerasa kayak masuk ke dunia yang berbeda dgn dunia gue seru banget akhirnya bisa mengeksplore banyak cerita dan ide yang ditumpahkan penulis,5,"['tiap', 'kali', 'gue', 'baca', 'buku', 'baru', 'gue', 'selalu', 'ngerasa', 'kayak', 'masuk', 'ke', 'dunia', 'yang', 'berbeda', 'dgn', 'dunia', 'gue', 'seru', 'banget', 'akhirnya', 'bisa', 'mengeksplore', 'banyak', 'cerita', 'dan', 'ide', 'yang', 'ditumpahkan', 'penulis']","['kali', 'gue', 'baca', 'buku', 'gue', 'ngerasa', 'kayak', 'masuk', 'dunia', 'berbeda', 'dunia', 'gue', 'seru', 'banget', 'mengeksplore', 'cerita', 'ide', 'ditumpahkan', 'penulis']","['tiap', 'kali', 'saya', 'baca', 'buku', 'baru', 'saya', 'selalu', 'ngerasa', 'seperti', 'masuk', 'ke', 'dunia', 'yang', 'berbeda', 'dgn', 'dunia', 'saya', 'seru', 'banget', 'akhirnya', 'bisa', 'mengeksplore', 'banyak', 'cerita', 'dan', 'ide', 'yang', 'ditumpahkan', 'penulis']","['tiap', 'kali', 'saya', 'baca', 'buku', 'baru', 'saya', 'selalu', 'ngerasa', 'seperti', 'masuk', 'ke', 'dunia', 'yang', 'beda', 'dgn', 'dunia', 'saya', 'seru', 'banget', 'akhir', 'bisa', 'mengeksplore', 'banyak', 'cerita', 'dan', 'ide', 'yang', 'tumpah', 'tulis']"
1580,1581,gue setuju kalau pendidikan itu harus bersifat inklusif dan terbuka untuk semua orang semua orang yang ada di dunia berhak mendapatkan kesempatan yang sama dalam hal pendidikan,5,"['gue', 'setuju', 'kalau', 'pendidikan', 'itu', 'harus', 'bersifat', 'inklusif', 'dan', 'terbuka', 'untuk', 'semua', 'orang', 'semua', 'orang', 'yang', 'ada', 'di', 'dunia', 'berhak', 'mendapatkan', 'kesempatan', 'yang', 'sama', 'dalam', 'hal', 'pendidikan']","['gue', 'setuju', 'pendidikan', 'bersifat', 'inklusif', 'terbuka', 'orang', 'orang', 'dunia', 'berhak', 'kesempatan', 'pendidikan']","['saya', 'setuju', 'kalau', 'pendidikan', 'itu', 'harus', 'bersifat', 'inklusif', 'dan', 'terbuka', 'untuk', 'semua', 'orang', 'semua', 'orang', 'yang', 'ada', 'di', 'dunia', 'berhak', 'mendapatkan', 'kesempatan', 'yang', 'sama', 'dalam', 'hal', 'pendidikan']","['saya', 'tuju', 'kalau', 'didik', 'itu', 'harus', 'sifat', 'inklusif', 'dan', 'buka', 'untuk', 'semua', 'orang', 'semua', 'orang', 'yang', 'ada', 'di', 'dunia', 'hak', 'dapat', 'sempat', 'yang', 'sama', 'dalam', 'hal', 'didik']"
1581,1582,kalian pernah ngerasa ga kalau warnawarna disekitar kita bisa mempengaruhi tingkat mood dan kreativitas kita gue selalu suka bereksperimen terkait dengan warna,5,"['kalian', 'pernah', 'ngerasa', 'ga', 'kalau', 'warnawarna', 'disekitar', 'kita', 'bisa', 'mempengaruhi', 'tingkat', 'mood', 'dan', 'kreativitas', 'kita', 'gue', 'selalu', 'suka', 'bereksperimen', 'terkait', 'dengan', 'warna']","['ngerasa', 'warnawarna', 'disekitar', 'mempengaruhi', 'tingkat', 'mood', 'kreativitas', 'gue', 'suka', 'bereksperimen', 'terkait', 'warna']","['kalian', 'pernah', 'ngerasa', 'tidak', 'kalau', 'warnawarna', 'disekitar', 'kita', 'bisa', 'mempengaruhi', 'tingkat', 'mood', 'dan', 'kreativitas', 'kita', 'saya', 'selalu', 'suka', 'bereksperimen', 'terkait', 'dengan', 'warna']","['kalian', 'pernah', 'ngerasa', 'tidak', 'kalau', 'warnawarna', 'sekitar', 'kita', 'bisa', 'pengaruh', 'tingkat', 'mood', 'dan', 'kreativitas', 'kita', 'saya', 'selalu', 'suka', 'eksperimen', 'kait', 'dengan', 'warna']"
1582,1583,travelling bisa jadi investasi yang paling baik pengalaman dan wawasan yang kita dapat selama travelling bisa kita jadikan pengalaman dan pengetahuan yang ga ternilai lagi harganya,5,"['travelling', 'bisa', 'jadi', 'investasi', 'yang', 'paling', 'baik', 'pengalaman', 'dan', 'wawasan', 'yang', 'kita', 'dapat', 'selama', 'travelling', 'bisa', 'kita', 'jadikan', 'pengalaman', 'dan', 'pengetahuan', 'yang', 'ga', 'ternilai', 'lagi', 'harganya']","['travelling', 'investasi', 'pengalaman', 'wawasan', 'travelling', 'jadikan', 'pengalaman', 'pengetahuan', 'ternilai', 'harganya']","['travelling', 'bisa', 'jadi', 'investasi', 'yang', 'paling', 'baik', 'pengalaman', 'dan', 'wawasan', 'yang', 'kita', 'dapat', 'selama', 'travelling', 'bisa', 'kita', 'jadikan', 'pengalaman', 'dan', 'pengetahuan', 'yang', 'tidak', 'ternilai', 'lagi', 'harganya']","['travelling', 'bisa', 'jadi', 'investasi', 'yang', 'paling', 'baik', 'alam', 'dan', 'wawas', 'yang', 'kita', 'dapat', 'lama', 'travelling', 'bisa', 'kita', 'jadi', 'alam', 'dan', 'tahu', 'yang', 'tidak', 'nilai', 'lagi', 'harga']"
1583,1584,kalian ada yang pernah nonton teater gue suka banget nonton teater karena dari situ kita bisa mendapatkan banyak inspirasi kadang cerita yang mereka bawakan sering kali menyentuh ke diri kita,5,"['kalian', 'ada', 'yang', 'pernah', 'nonton', 'teater', 'gue', 'suka', 'banget', 'nonton', 'teater', 'karena', 'dari', 'situ', 'kita', 'bisa', 'mendapatkan', 'banyak', 'inspirasi', 'kadang', 'cerita', 'yang', 'mereka', 'bawakan', 'sering', 'kali', 'menyentuh', 'ke', 'diri', 'kita']","['nonton', 'teater', 'gue', 'suka', 'banget', 'nonton', 'teater', 'situ', 'inspirasi', 'kadang', 'cerita', 'bawakan', 'kali', 'menyentuh']","['kalian', 'ada', 'yang', 'pernah', 'nonton', 'teater', 'saya', 'suka', 'banget', 'nonton', 'teater', 'karena', 'dari', 'situ', 'kita', 'bisa', 'mendapatkan', 'banyak', 'inspirasi', 'kadang', 'cerita', 'yang', 'mereka', 'bawakan', 'sering', 'kali', 'menyentuh', 'ke', 'diri', 'kita']","['kalian', 'ada', 'yang', 'pernah', 'nonton', 'teater', 'saya', 'suka', 'banget', 'nonton', 'teater', 'karena', 'dari', 'situ', 'kita', 'bisa', 'dapat', 'banyak', 'inspirasi', 'kadang', 'cerita', 'yang', 'mereka', 'bawa', 'sering', 'kali', 'sentuh', 'ke', 'diri', 'kita']"
