EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,tokens,tokens_fdist,normalized
daripada independent sendiri gue mending sharing ke temen temen gue siapa tau makin banyak orang nanti makin banyak juga yang bantuin kan,"hemat saya, keberhasilan sejati bukanlah diukur dari kemenangan material, tapi dari seberapa besar kita mampu menginspirasi, membantu, dan memberikan manfaat pada orang lain..","prinsipku saat ini dan seterusnya, harus lebih hati hati dan teliti dalam pekerjaan.","sepi, sedih, gue harus hadepin ini sendiri tiap hari, gak ada satupun yang nemenin dan nyemangatin gue.","ada loh, cara caranya, dapet uang dengan cara menggunakan kreativitas kita.","['daripada', 'independent', 'sendiri', 'gue', 'mending', 'sharing', 'ke', 'temen', 'temen', 'gue', 'siapa', 'tau', 'makin', 'banyak', 'orang', 'nanti', 'makin', 'banyak', 'juga', 'yang', 'bantuin', 'kan']","['independent', 'gue', 'mending', 'sharing', 'temen', 'temen', 'gue', 'orang', 'bantuin']","['daripada', 'independent', 'sendiri', 'saya', 'mending', 'sharing', 'ke', 'temen', 'temen', 'saya', 'siapa', 'tahu', 'makin', 'banyak', 'orang', 'nanti', 'makin', 'banyak', 'juga', 'yang', 'bantuin', 'kan']"
abis naik merapi lava tour gila seru banget nguji adrenalin banget,"hari ini gue ketemu anak kecil yang kasih semua uang jajan yang dia punya buat donasi anak-anak yang kena kanker, salut banget deh","hati-hati dalamtiap langkah itu penting gaes. jangan gegabah ambil keputusan, pikirkan matang-matang dulu.","dunia gue rasa penuh kekejaman dan ketidakadilan. orang lain gampang bahagia, tapi saya hanya merasakan sakit dan pahit dari kehidupan dunia","gue saranin kalian harus punya waktu untuk mengeksplore hobi kalian. itu bikin hidup kita lebih bahagia dan bermakna, dan juga kita bisa menambah pengetahuan terkait diri kita","['abis', 'naik', 'merapi', 'lava', 'tour', 'gila', 'seru', 'banget', 'nguji', 'adrenalin', 'banget']","['abis', 'merapi', 'lava', 'tour', 'gila', 'seru', 'banget', 'nguji', 'adrenalin', 'banget']","['abis', 'naik', 'merapi', 'lava', 'tour', 'gila', 'seru', 'banget', 'nguji', 'adrenalin', 'banget']"
seneng banget akhirnya gue diterima magang ga sabar ketemu orangorang baru di kantor,"kebaikan itu nular gaes, yok sebarin kebaikan biar nular ke semua orang","kerja keras itu penting, tapi jangan lupa buat ngejar hobi dan passion. disiplin ngatur waktu buat hal-hal yang kita cintai bikin hidup lebih balance dan bahagia",kenapa tiap kali gue liat cermin selalu gue liat sisi jelek pada diri gue sendiri ya? bikin gue ga pede kemana-mana,gue selalu tertarik terkait dengan inovasi teknologi baru. inovasi-inovasi ini yang bikin kita itu lebih dekat ke masa depan yang canggih dan juga kita bisa mengikuti perkembangan dunia secara up to date,"['seneng', 'banget', 'akhirnya', 'gue', 'diterima', 'magang', 'ga', 'sabar', 'ketemu', 'orangorang', 'baru', 'di', 'kantor']","['seneng', 'banget', 'gue', 'diterima', 'magang', 'sabar', 'ketemu', 'orangorang', 'kantor']","['seneng', 'banget', 'akhirnya', 'saya', 'diterima', 'magang', 'tidak', 'sabar', 'ketemu', 'orangorang', 'baru', 'di', 'kantor']"
acara tadi malem heboh banget sii gilaa gue pengin acara itu diadain lagi,"gue percaya, setiap orang punya cerita yang bisa kita pelajari, terlepas dari baik atau buruknya orang itu","dapet proyek baru nih tim gue, bakal banyak tantangannya tapi semua udah siap. semoga hasilnya juga memuaskan",hati dan fisik aku udah cape banget. rasanya udah ga punya tenaga lagi buat bertahan. tapi gue berharap semoga gue masih bisa bertahan gimana pun caranya,"ada ga si yang pernah kepikiran tiap nonton film animasi terkait proses pembuatannya?, gue justru selalu kagum sama kreativitas dan kerja keras mereka dibaliknya","['acara', 'tadi', 'malem', 'heboh', 'banget', 'sii', 'gilaa', 'gue', 'pengin', 'acara', 'itu', 'diadain', 'lagi']","['acara', 'malem', 'heboh', 'banget', 'sii', 'gilaa', 'gue', 'pengin', 'acara', 'diadain']","['acara', 'tadi', 'malem', 'heboh', 'banget', 'sii', 'gilaa', 'saya', 'pengin', 'acara', 'itu', 'diadain', 'lagi']"
gue sih gak masalah kalo tiba tiba ditodong harus ngasih speech di acara gathering ato reunian gue seneng malah jadi pusat perhatian hehe,"panjang umur orang orang baik, yang gak pernah lelah bantu orang orang di sekitarnya, yang jiwa sosialnya tinggi, gue seneng gabung sama orang orang seperti kalian.","buat gue, sukses itu penting, komitmen itu penting, tujuan hidup itu penting, makanya hidup gue harus selalu tertata dan penuh perencanaan.","walaupun udah dibilangin gak usah dipikirin, gak bisa, gue tipe yang overthinking, gampang kepikiran.",travelling ke berbagai negara bisa jadi salah satu cara kita buat bikin diri kita lebih open minded lho..,"['gue', 'sih', 'gak', 'masalah', 'kalo', 'tiba', 'tiba', 'ditodong', 'harus', 'ngasih', 'speech', 'di', 'acara', 'gathering', 'ato', 'reunian', 'gue', 'seneng', 'malah', 'jadi', 'pusat', 'perhatian', 'hehe']","['gue', 'ditodong', 'ngasih', 'speech', 'acara', 'gathering', 'ato', 'reunian', 'gue', 'seneng', 'pusat', 'perhatian']","['saya', 'sih', 'tidak', 'masalah', 'kalau', 'tiba', 'tiba', 'ditodong', 'harus', 'ngasih', 'speech', 'di', 'acara', 'gathering', 'ato', 'reunian', 'saya', 'seneng', 'malah', 'jadi', 'pusat', 'perhatian', 'hehe']"
gue seneng banget peergi ke salon bareng temen temen ramean gitu kan jadi gak sepi gue benci banget yang namanya sepi,"setiap kebaikan yang gue beri untuk orang lain, gue percaya akan balik lagi jadi kebahagiaan buat diri gue, makanya gue selalu berusaha buat nyenengin orang lain sebisa gue.","gak bisa gueeeee kalo apa apa mendadak tuh, butuh perencanaan yang matang dong! kebiasaan gue dari dulu, gue selalu penuh perencanaan.","gue gampang takut kalo diajak nonton film horror ato thriller, jadi mendingan jangan ajak gue. film film yang romance aja baru gue ikut nonton.","kalau soal ide, gue termasuk orang yang bisa cepat memunculkan ide-ide baru.","['gue', 'seneng', 'banget', 'peergi', 'ke', 'salon', 'bareng', 'temen', 'temen', 'ramean', 'gitu', 'kan', 'jadi', 'gak', 'sepi', 'gue', 'benci', 'banget', 'yang', 'namanya', 'sepi']","['gue', 'seneng', 'banget', 'peergi', 'salon', 'bareng', 'temen', 'temen', 'ramean', 'gitu', 'sepi', 'gue', 'benci', 'banget', 'namanya', 'sepi']","['saya', 'seneng', 'banget', 'peergi', 'ke', 'salon', 'bareng', 'temen', 'temen', 'ramean', 'begitu', 'kan', 'jadi', 'tidak', 'sepi', 'saya', 'benci', 'banget', 'yang', 'namanya', 'sepi']"
bakal tiap hari mampir ke mall soalnya daerah tempat kos gue sepi bett dan gue ga betah yang sepi sepi kudu ada temen dan kudu ke tempat rame setiap hari,"tadi pagi hujan badai, kasian pasti orang orang yang tinggal di daerah rawan banjir kena dampaknya.",gak sia sia komitmen dan kerja keras gue buat project ini di kantor. it paids off!! sukses besar kan.,mau ngeluh ke keluarga tapi kayaknya udah kebanyakan ngeluh selama ini. harus ngeluh ke siapa lagi ya gue supaya perasaan tuh lega?,gue orang yang cukup proaktif dalam menjemput kesempatan kesempatan baru buat gue misalnya dalam dunia kerja.,"['bakal', 'tiap', 'hari', 'mampir', 'ke', 'mall', 'soalnya', 'daerah', 'tempat', 'kos', 'gue', 'sepi', 'bett', 'dan', 'gue', 'ga', 'betah', 'yang', 'sepi', 'sepi', 'kudu', 'ada', 'temen', 'dan', 'kudu', 'ke', 'tempat', 'rame', 'setiap', 'hari']","['mampir', 'mall', 'daerah', 'kos', 'gue', 'sepi', 'bett', 'gue', 'betah', 'sepi', 'sepi', 'kudu', 'temen', 'kudu', 'rame']","['bakal', 'tiap', 'hari', 'mampir', 'ke', 'mall', 'soalnya', 'daerah', 'tempat', 'kos', 'saya', 'sepi', 'bett', 'dan', 'saya', 'tidak', 'betah', 'yang', 'sepi', 'sepi', 'kudu', 'ada', 'temen', 'dan', 'kudu', 'ke', 'tempat', 'rame', 'setiap', 'hari']"
main monopoli bareng temen seruuu cuii aku paling kayaa di antara merekaa wkwkwk ada yang bangkrut plus punya utang lagi wkwkwk,"relawan itu seru, lho! selain bermanfaat, bisa juga dapet banyak pengalaman baru.","hidup cuma sekali guys, jangan sampe kita berhenti belajar karena di setiap momen itu banyak pelajaran yang bisa kita ambil.","aku gagal lagi, gagal terus, kapan berhasilnya sih aku?",banyak yang bilang gue cukup kreatif dalam pekerjaan dan menyelesaikan masalah masalah yang ada.,"['main', 'monopoli', 'bareng', 'temen', 'seruuu', 'cuii', 'aku', 'paling', 'kayaa', 'di', 'antara', 'merekaa', 'wkwkwk', 'ada', 'yang', 'bangkrut', 'plus', 'punya', 'utang', 'lagi', 'wkwkwk']","['main', 'monopoli', 'bareng', 'temen', 'seruuu', 'cuii', 'kayaa', 'merekaa', 'wkwkwk', 'bangkrut', 'plus', 'utang', 'wkwkwk']","['main', 'monopoli', 'bareng', 'temen', 'seruuu', 'cuii', 'saya', 'paling', 'kayaa', 'di', 'antara', 'merekaa', 'wkwkwk', 'ada', 'yang', 'bangkrut', 'plus', 'punya', 'utang', 'lagi', 'wkwkwk']"
liat pasangan heidyfaris yang sangat ceria dan bahagia di medsos jadi kepengen nikah deh hehehehe,"yatim piatu punya hak yang sama buat belajar, yuk bantu mereka dapet beasiswa!",bayangin gimana nanti kita di masa depan kalau semisal dari sekarang kerjaan kita cuma males-malesan? jauh dari kata sukses itu mah,mumet banget rasanya karena terlalu banyak pikiran yang gak penting,"ide brilian itu enggak selalu datang saat kita lagi di depan komputer. kadang, malah pas lagi santai-santai berkebun atau mungkin saat sedang bersemedi di toilet.","['liat', 'pasangan', 'heidyfaris', 'yang', 'sangat', 'ceria', 'dan', 'bahagia', 'di', 'medsos', 'jadi', 'kepengen', 'nikah', 'deh', 'hehehehe']","['liat', 'pasangan', 'heidyfaris', 'ceria', 'bahagia', 'medsos', 'kepengen', 'nikah', 'deh', 'hehehehe']","['liat', 'pasangan', 'heidyfaris', 'yang', 'sangat', 'ceria', 'dan', 'bahagia', 'di', 'medsos', 'jadi', 'kepengen', 'nikah', 'deh', 'hehehehe']"
temen gue kalau ngajak jalan mesti selalu dadakan tapi gue selalu siap dadakan buat jalanjalan karena gue selalu suka jalanjalan hehe,"gaes, di desa jatinegara lagi kebanjiran nih, bantu donasi yuk buat mereka, kalo bnyk yg reply, gue bakal open donate yaa","kuliah sambil kerja itu menantang bgt ya gaes, tapi bisa bikin kita belajar lebih disiplin dan manajemen waktu yang baik. semua bisa dijalanin dengan lancar kalau kita memang fokus.","sekarang gue lagi fase takut buat ambil keputusan, takut salah langkah dan takut ngulangin kesalahan yang sama lagi dan lagi","dari kecil gue udah punya pemikiran kalo passion gue itu di desainer. kreativitas itu ga akan ada batasnya gaes, selalu ada hal baru yang bisa dieksplore","['temen', 'gue', 'kalau', 'ngajak', 'jalan', 'mesti', 'selalu', 'dadakan', 'tapi', 'gue', 'selalu', 'siap', 'dadakan', 'buat', 'jalanjalan', 'karena', 'gue', 'selalu', 'suka', 'jalanjalan', 'hehe']","['temen', 'gue', 'ngajak', 'jalan', 'mesti', 'dadakan', 'gue', 'dadakan', 'jalanjalan', 'gue', 'suka', 'jalanjalan']","['temen', 'saya', 'kalau', 'ngajak', 'jalan', 'mesti', 'selalu', 'dadakan', 'tetapi', 'saya', 'selalu', 'siap', 'dadakan', 'buat', 'jalanjalan', 'karena', 'saya', 'selalu', 'suka', 'jalanjalan', 'hehe']"
hari ini gue ikut lomba pidato di sekolah dan gue seneng ternyata gue lancar ngomongnya ga gugup sama sekali di depan banyak orang,"lu kalo kenal gue selama ini, gue orangnya cinta damai aja, mendingan ngalah daripada ngotot ngototan ga belas sama orang.",gue suka keteraturan dan pengorganisasian dalam setiap aspek di kehidupan gue,"dibilang naïve emang iya kali ya, gue kayaknya emang polos masalah ginian. gak nyangka bakal ketemu orang yang aneh aneh macam dia ini. ","menurut temen temen sekantor gue, gue orangnya cukup kreatif. ","['hari', 'ini', 'gue', 'ikut', 'lomba', 'pidato', 'di', 'sekolah', 'dan', 'gue', 'seneng', 'ternyata', 'gue', 'lancar', 'ngomongnya', 'ga', 'gugup', 'sama', 'sekali', 'di', 'depan', 'banyak', 'orang']","['gue', 'lomba', 'pidato', 'sekolah', 'gue', 'seneng', 'gue', 'lancar', 'ngomongnya', 'gugup', 'orang']","['hari', 'ini', 'saya', 'ikut', 'lomba', 'pidato', 'di', 'sekolah', 'dan', 'saya', 'seneng', 'ternyata', 'saya', 'lancar', 'ngomongnya', 'tidak', 'gugup', 'sama', 'sekali', 'di', 'depan', 'banyak', 'orang']"
,"penting banget buat kita punya prasangka baik sama orang lain. jangan mudah menghakimi, karena kita nggak pernah tau apa yang mereka lalui.",,,,[],[],[]
gue dan pacar lagi shopping bareng caricari barang kece seru banget bisa berdua ngejajal fashion baru,"mentor aku baik bangett, beliau selalu ngajarin aku sebelum di kasih tugas hihi",aku pribadi lebih suka menyelesaikan dulu semua pekerjaanku biar tenang,"hidup gua hancur, gak bakal bisa terobati seumur hidup kayaknya",seneng bangett bisa dapet kesempatan lo-in perusahaan2 kerenn dan dapet insight tentang karir lebih dalem lagi,"['gue', 'dan', 'pacar', 'lagi', 'shopping', 'bareng', 'caricari', 'barang', 'kece', 'seru', 'banget', 'bisa', 'berdua', 'ngejajal', 'fashion', 'baru']","['gue', 'pacar', 'shopping', 'bareng', 'caricari', 'barang', 'kece', 'seru', 'banget', 'berdua', 'ngejajal', 'fashion']","['saya', 'dan', 'pacar', 'lagi', 'shopping', 'bareng', 'caricari', 'barang', 'kece', 'seru', 'banget', 'bisa', 'berdua', 'ngejajal', 'fashion', 'baru']"
dulu waktu kuliah tanggal tua duit habis tetep ceria dan bahagia karna satu kontrakan bareng temen temen melarat semua juga hahahahaaa,"sedih banget habis baca kisah bocah perempuan yang ditinggal pergi ayahnya di usia dua tahun, bergelut dengan kemiskinan dan penderitaan, tapi akhirnya bisa bangkit jadi orang yang sukses..","tiap ada tugas kuliah mending gue kerjain dulu deh ampe selesai, abis itu baru main atau nongkrong..","aku lagi sensitif mungkin, ya, air mata tiba tiba aja netes lihat foto foto semasa kecil waktu almarhumah ibu masih hidup, tiap inget ibu pasti deh nangis…",punya anak kecil apalagi toddler harus pinter pinter nyari alternatif permainan yang cocok buat di rumah..,"['dulu', 'waktu', 'kuliah', 'tanggal', 'tua', 'duit', 'habis', 'tetep', 'ceria', 'dan', 'bahagia', 'karna', 'satu', 'kontrakan', 'bareng', 'temen', 'temen', 'melarat', 'semua', 'juga', 'hahahahaaa']","['kuliah', 'tanggal', 'tua', 'duit', 'habis', 'tetep', 'ceria', 'bahagia', 'karna', 'kontrakan', 'bareng', 'temen', 'temen', 'melarat', 'hahahahaaa']","['dulu', 'waktu', 'kuliah', 'tanggal', 'tua', 'duit', 'habis', 'tetep', 'ceria', 'dan', 'bahagia', 'karena', 'satu', 'kontrakan', 'bareng', 'temen', 'temen', 'melarat', 'semua', 'juga', 'hahahahaaa']"
hang out di rumah teman kita buat marathon nonton drama korea favorit sambil makan ramyeon seru banget kayak di dalam drama sendiri,"doa itu lebih manjur daripada obat flu. selalu berdoa untuk yang lagi butuh dukungan, ya!","dulu gue rajin ikut organisasi karena biar banyak koneksi, cari kesibukan, belajar hal baru, mengisi waktu luang","gue marah banget sama temen gue, gak bakal gue maafin sampe kapanpun","meskipun film ini tidak sesuai selera, setiap orang memiliki preferensi berbeda dalam menikmati hiburan.","['hang', 'out', 'di', 'rumah', 'teman', 'kita', 'buat', 'marathon', 'nonton', 'drama', 'korea', 'favorit', 'sambil', 'makan', 'ramyeon', 'seru', 'banget', 'kayak', 'di', 'dalam', 'drama', 'sendiri']","['hang', 'out', 'rumah', 'teman', 'marathon', 'nonton', 'drama', 'korea', 'favorit', 'makan', 'ramyeon', 'seru', 'banget', 'kayak', 'drama']","['hang', 'out', 'di', 'rumah', 'teman', 'kita', 'buat', 'marathon', 'nonton', 'drama', 'korea', 'favorit', 'sambil', 'makan', 'ramyeon', 'seru', 'banget', 'seperti', 'di', 'dalam', 'drama', 'sendiri']"
gue gak pernah tuh ngalamin demam panggung justru gue seneng banget kalo udah di panggung jadi pusat perhatian,"gue mendingan ngalah sama adik gue kalo sampe rebutan apa dirumah, daripada nanti jadi ribut ribut nyokap gue suka marah kalo denger gue ribut sama adik gue.","di kantor saya selalu berusaha selesaikan tugas dari boss tepat waktu, seperti yang boss saya minta, sesuai tenggat waktu yang diberikan.","semua orang yang kenal gue udah paham kalo gue orangnya impulsif, sering ngapa ngapain tanpa rencana.","gue seneng banget belajar hal hal baru yang belum pernah gue pelajari, tentang apapun itu.","['gue', 'gak', 'pernah', 'tuh', 'ngalamin', 'demam', 'panggung', 'justru', 'gue', 'seneng', 'banget', 'kalo', 'udah', 'di', 'panggung', 'jadi', 'pusat', 'perhatian']","['gue', 'ngalamin', 'demam', 'panggung', 'gue', 'seneng', 'banget', 'udah', 'panggung', 'pusat', 'perhatian']","['saya', 'tidak', 'pernah', 'tuh', 'ngalamin', 'demam', 'panggung', 'justru', 'saya', 'seneng', 'banget', 'kalau', 'sudah', 'di', 'panggung', 'jadi', 'pusat', 'perhatian']"
abis pulang travelling bareng sama temen seru abiss jadi pengin travelling lagi,"gaes, jangan lupa buat donasi ke korban banjir, ya! mereka tuh butuh banget bantuan kita","sadar ga sadar, jadi perencana yang baik itu penting banget. dengan rencana yang matang, kita tuh bisa antisipasi segala kemungkinan. semoga semua rencana berjalan lancar","aku selalu kecanduan buat lari dari kenyataan, aku paham kalau itu ga tindakan yang ga sehat. tapi aku juga bingung berhentinya gimana",tiap orang pasti mempunyai hak untuk bersuara. tanpa adanya kebebasan bersuara dan berpendapat maka kita ngga akan bisa maju,"['abis', 'pulang', 'travelling', 'bareng', 'sama', 'temen', 'seru', 'abiss', 'jadi', 'pengin', 'travelling', 'lagi']","['abis', 'pulang', 'travelling', 'bareng', 'temen', 'seru', 'abiss', 'pengin', 'travelling']","['abis', 'pulang', 'travelling', 'bareng', 'sama', 'temen', 'seru', 'abiss', 'jadi', 'pengin', 'travelling', 'lagi']"
seneng banget kumpul kumpul sama temen hari ini banyak temen yang udah lama gak ketemu,"tiap negelwat lampu merah terus ngeliat pengamen terutama anak kecil gue selalu ngerasa sedih banget, kayak gak tega banget gue liatnya.","gue diajarin mama gue supaya biasain diri untuk buat rencana jauh jauh hari tentang kegiatan kegiatan gue, kegiatan di rumah, di sekolah, termasuk juga kalo mau main sama temen temen gue. ","khawatir banget karena hari senin besok gue pertama masuk kerja di kantor baru dan hari senin tuh pasti macet banget jalanan, takut gue telat deh..","penasaran deh nanti seperti apa lingkungan di rumah gue yang baru, tetangga tetangganya kayak apa ya? pasti seru banget kalo udah tinggal disana.","['seneng', 'banget', 'kumpul', 'kumpul', 'sama', 'temen', 'hari', 'ini', 'banyak', 'temen', 'yang', 'udah', 'lama', 'gak', 'ketemu']","['seneng', 'banget', 'kumpul', 'kumpul', 'temen', 'temen', 'udah', 'ketemu']","['seneng', 'banget', 'kumpul', 'kumpul', 'sama', 'temen', 'hari', 'ini', 'banyak', 'temen', 'yang', 'sudah', 'lama', 'tidak', 'ketemu']"
